,index,filepath,time,speed
0,17716,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17717.jpg,885.8,11.142991
0,3872,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03873.jpg,193.6,21.411007
0,3873,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03874.jpg,193.65,21.40858
0,14163,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14164.jpg,708.15,5.153236
0,14164,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14165.jpg,708.2,5.175949
0,1064,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01065.jpg,53.2,18.887856
0,1065,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01066.jpg,53.25,18.877549
0,6188,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06189.jpg,309.4,12.118826
0,6189,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06190.jpg,309.45,12.11193
0,7159,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07160.jpg,357.95,19.990612
0,7160,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07161.jpg,358.0,20.015375
0,8962,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08963.jpg,448.1,9.575623
0,8963,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08964.jpg,448.15,9.506695
0,12771,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12772.jpg,638.55,9.884769
0,12772,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12773.jpg,638.6,9.73266
0,17818,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17819.jpg,890.9,3.722894
0,17819,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17820.jpg,890.95,3.657806
0,3850,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03851.jpg,192.5,21.485927
0,3851,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03852.jpg,192.55,21.501643
0,6642,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06643.jpg,332.1,18.572013
0,6643,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06644.jpg,332.15,18.552781
0,16347,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16348.jpg,817.35,8.249919
0,16348,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16349.jpg,817.4,8.096785
0,18551,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18552.jpg,927.55,1.867325
0,18552,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18553.jpg,927.6,1.866202
0,15541,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15542.jpg,777.05,1.722615
0,15542,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15543.jpg,777.1,1.734936
0,15494,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15495.jpg,774.7,1.098933
0,15495,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15496.jpg,774.75,1.098283
0,13220,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13221.jpg,661.0,7.816287
0,13221,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13222.jpg,661.05,7.803835
0,317,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00318.jpg,15.85,18.296095
0,318,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00319.jpg,15.9,18.280873
0,3165,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03166.jpg,158.25,21.87146
0,3166,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03167.jpg,158.3,21.87057
0,4054,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04055.jpg,202.7,21.481575
0,4055,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04056.jpg,202.75,21.459167
0,10198,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images10199.jpg,509.9,5.806603
0,10199,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images10200.jpg,509.95,5.841925
0,13565,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13566.jpg,678.25,0.0
0,13566,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13567.jpg,678.3,0.0
0,15449,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15450.jpg,772.45,2.882313
0,15450,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15451.jpg,772.5,2.864682
0,2171,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02172.jpg,108.55,23.61381
0,2172,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02173.jpg,108.6,23.614392
0,19000,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19001.jpg,950.0,6.5186
0,19001,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19002.jpg,950.05,6.565725
0,4211,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04212.jpg,210.55,22.082683
0,4212,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04213.jpg,210.6,22.067061
0,4909,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04910.jpg,245.45,22.373494
0,4910,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04911.jpg,245.5,22.38287
0,9450,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09451.jpg,472.5,4.540686
0,9451,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09452.jpg,472.55,4.549993
0,697,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00698.jpg,34.85,19.868049
0,698,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00699.jpg,34.9,19.912902
0,15231,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15232.jpg,761.55,12.546068
0,15232,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15233.jpg,761.6,12.582194
0,19210,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19211.jpg,960.5,9.055952
0,19211,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19212.jpg,960.55,9.00534
0,7063,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07064.jpg,353.15,18.056434
0,7064,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07065.jpg,353.2,18.095015
0,170,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00171.jpg,8.5,25.25791
0,171,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00172.jpg,8.55,25.234153
0,12984,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12985.jpg,649.2,5.868323
0,12985,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12986.jpg,649.25,5.850887
0,15900,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15901.jpg,795.0,2.117878
0,15901,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15902.jpg,795.05,2.098749
0,12879,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12880.jpg,643.95,4.254602
0,12880,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12881.jpg,644.0,4.192438
0,16111,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16112.jpg,805.55,1.681221
0,16112,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16113.jpg,805.6,1.6435
0,3512,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03513.jpg,175.6,22.437543
0,3513,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03514.jpg,175.65,22.437549
0,2810,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02811.jpg,140.5,25.734546
0,2811,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02812.jpg,140.55,25.69652
0,2110,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02111.jpg,105.5,22.772829
0,2111,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02112.jpg,105.55,22.793555
0,16241,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16242.jpg,812.05,12.865877
0,16242,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16243.jpg,812.1,12.896254
0,4005,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04006.jpg,200.25,21.651388
0,4006,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04007.jpg,200.3,21.654638
0,6244,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06245.jpg,312.2,12.090763
0,6245,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06246.jpg,312.25,12.09705
0,2690,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02691.jpg,134.5,25.34136
0,2691,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02692.jpg,134.55,25.374768
0,6032,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06033.jpg,301.6,12.151742
0,6033,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06034.jpg,301.65,12.124325
0,14489,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14490.jpg,724.45,0.459327
0,14490,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14491.jpg,724.5,0.462314
0,18545,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18546.jpg,927.25,2.138436
0,18546,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18547.jpg,927.3,2.164916
0,6240,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06241.jpg,312.0,12.080924
0,6241,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06242.jpg,312.05,12.114185
0,17483,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17484.jpg,874.15,14.210213
0,17484,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17485.jpg,874.2,14.192949
0,14819,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14820.jpg,740.95,7.229699
0,14820,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14821.jpg,741.0,7.368421
0,5461,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05462.jpg,273.05,24.022133
0,5462,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05463.jpg,273.1,23.936493
0,3665,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03666.jpg,183.25,21.952761
0,3666,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03667.jpg,183.3,21.966135
0,4966,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04967.jpg,248.3,22.177628
0,4967,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04968.jpg,248.35,22.172528
0,19504,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19505.jpg,975.2,3.21886
0,19505,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19506.jpg,975.25,3.214792
0,13130,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13131.jpg,656.5,5.9571
0,13131,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13132.jpg,656.55,5.927851
0,18968,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18969.jpg,948.4,5.304541
0,18969,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18970.jpg,948.45,5.360123
0,13904,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13905.jpg,695.2,9.098682
0,13905,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13906.jpg,695.25,9.100748
0,7876,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07877.jpg,393.8,23.975292
0,7877,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07878.jpg,393.85,23.988386
0,5403,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05404.jpg,270.15,24.377813
0,5404,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05405.jpg,270.2,24.462038
0,15465,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15466.jpg,773.25,1.91522
0,15466,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15467.jpg,773.3,1.817642
0,601,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00602.jpg,30.05,17.381336
0,602,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00603.jpg,30.1,17.377884
0,4884,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04885.jpg,244.2,22.486421
0,4885,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04886.jpg,244.25,22.501171
0,17045,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17046.jpg,852.25,1.294548
0,17046,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17047.jpg,852.3,1.285471
0,7621,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07622.jpg,381.05,24.407451
0,7622,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07623.jpg,381.1,24.417401
0,1473,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01474.jpg,73.65,15.491867
0,1474,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01475.jpg,73.7,15.483139
0,14447,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14448.jpg,722.35,1.971466
0,14448,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14449.jpg,722.4,1.995267
0,1327,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01328.jpg,66.35,13.559175
0,1328,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01329.jpg,66.4,13.576098
0,17551,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17552.jpg,877.55,14.463248
0,17552,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17553.jpg,877.6,14.497519
0,2976,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02977.jpg,148.8,21.906158
0,2977,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02978.jpg,148.85,21.90997
0,16722,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16723.jpg,836.1,2.038702
0,16723,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16724.jpg,836.15,2.035562
0,7692,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07693.jpg,384.6,24.066384
0,7693,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07694.jpg,384.65,24.048761
0,3519,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03520.jpg,175.95,22.444362
0,3520,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03521.jpg,176.0,22.437904
0,20089,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20090.jpg,1004.45,8.248609
0,20090,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20091.jpg,1004.5,8.223717
0,3001,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03002.jpg,150.05,21.659545
0,3002,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03003.jpg,150.1,21.661228
0,6790,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06791.jpg,339.5,16.04925
0,6791,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06792.jpg,339.55,16.08496
0,11475,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11476.jpg,573.75,3.155423
0,11476,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11477.jpg,573.8,3.270988
0,14011,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14012.jpg,700.55,5.809946
0,14012,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14013.jpg,700.6,5.762271
0,13854,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13855.jpg,692.7,10.594876
0,13855,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13856.jpg,692.75,10.646333
0,11185,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11186.jpg,559.25,7.545861
0,11186,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11187.jpg,559.3,7.511671
0,15440,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15441.jpg,772.0,3.654452
0,15441,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15442.jpg,772.05,3.51008
0,2303,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02304.jpg,115.15,24.682672
0,2304,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02305.jpg,115.2,24.645536
0,16911,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16912.jpg,845.55,1.967796
0,16912,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16913.jpg,845.6,1.95499
0,6103,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06104.jpg,305.15,11.709648
0,6104,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06105.jpg,305.2,11.735444
0,3997,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03998.jpg,199.85,21.632704
0,3998,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03999.jpg,199.9,21.631866
0,13405,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13406.jpg,670.25,1.423678
0,13406,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13407.jpg,670.3,1.361111
0,1333,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01334.jpg,66.65,13.486963
0,1334,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01335.jpg,66.7,13.490902
0,8722,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08723.jpg,436.1,12.601413
0,8723,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08724.jpg,436.15,12.627328
0,15579,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15580.jpg,778.95,1.084715
0,15580,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15581.jpg,779.0,1.090339
0,4701,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04702.jpg,235.05,21.301896
0,4702,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04703.jpg,235.1,21.335634
0,15501,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15502.jpg,775.05,1.096206
0,15502,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15503.jpg,775.1,1.096184
0,2939,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02940.jpg,146.95,23.066121
0,2940,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02941.jpg,147.0,23.08138
0,20211,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20212.jpg,1010.55,7.126191
0,20212,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20213.jpg,1010.6,7.083975
0,11153,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11154.jpg,557.65,7.323359
0,11154,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11155.jpg,557.7,7.348871
0,8522,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08523.jpg,426.1,14.236617
0,8523,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08524.jpg,426.15,14.16468
0,13467,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13468.jpg,673.35,0.0
0,13468,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13469.jpg,673.4,0.0
0,4934,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04935.jpg,246.7,22.281604
0,4935,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04936.jpg,246.75,22.262554
0,13418,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13419.jpg,670.9,0.975265
0,13419,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13420.jpg,670.95,0.918117
0,8338,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08339.jpg,416.9,24.443801
0,8339,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08340.jpg,416.95,24.440945
0,8202,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08203.jpg,410.1,25.966008
0,8203,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08204.jpg,410.15,25.974337
0,2287,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02288.jpg,114.35,24.712842
0,2288,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02289.jpg,114.4,24.730387
0,8081,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08082.jpg,404.05,23.851085
0,8082,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08083.jpg,404.1,23.863458
0,14230,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14231.jpg,711.5,3.413379
0,14231,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14232.jpg,711.55,3.397973
0,19249,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19250.jpg,962.45,6.840018
0,19250,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19251.jpg,962.5,6.828337
0,7767,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07768.jpg,388.35,24.624554
0,7768,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07769.jpg,388.4,24.635879
0,969,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00970.jpg,48.45,19.506677
0,970,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00971.jpg,48.5,19.481728
0,7054,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07055.jpg,352.7,17.887933
0,7055,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07056.jpg,352.75,17.887338
0,5000,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05001.jpg,250.0,22.163167
0,5001,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05002.jpg,250.05,22.169151
0,7854,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07855.jpg,392.7,24.198503
0,7855,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07856.jpg,392.75,24.215338
0,13426,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13427.jpg,671.3,0.686397
0,13427,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13428.jpg,671.35,0.633292
0,17540,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17541.jpg,877.0,14.369376
0,17541,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17542.jpg,877.05,14.41761
0,20073,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20074.jpg,1003.65,8.903428
0,20074,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20075.jpg,1003.7,8.823045
0,10376,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images10377.jpg,518.8,5.59518
0,10377,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images10378.jpg,518.85,5.484769
0,8109,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08110.jpg,405.45,24.882126
0,8110,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08111.jpg,405.5,24.924784
0,16934,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16935.jpg,846.7,1.909578
0,16935,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16936.jpg,846.75,1.906226
0,5915,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05916.jpg,295.75,16.717113
0,5916,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05917.jpg,295.8,16.677319
0,18773,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18774.jpg,938.65,0.0
0,18774,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18775.jpg,938.7,0.0
0,15475,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15476.jpg,773.75,1.452962
0,15476,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15477.jpg,773.8,1.448734
0,5863,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05864.jpg,293.15,17.964379
0,5864,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05865.jpg,293.2,17.933248
0,14504,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14505.jpg,725.2,0.0
0,14505,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14506.jpg,725.25,0.0
0,7385,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07386.jpg,369.25,18.143503
0,7386,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07387.jpg,369.3,18.120371
0,19344,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19345.jpg,967.2,3.586249
0,19345,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19346.jpg,967.25,3.517481
0,1270,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01271.jpg,63.5,15.223432
0,1271,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01272.jpg,63.55,15.094839
0,9813,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09814.jpg,490.65,7.929852
0,9814,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09815.jpg,490.7,7.89104
0,13638,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13639.jpg,681.9,4.314343
0,13639,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13640.jpg,681.95,4.420996
0,15811,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15812.jpg,790.55,0.0
0,15812,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15813.jpg,790.6,0.0
0,1689,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01690.jpg,84.45,18.739903
0,1690,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01691.jpg,84.5,18.768317
0,7269,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07270.jpg,363.45,20.57806
0,7270,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07271.jpg,363.5,20.562898
0,19334,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19335.jpg,966.7,3.837184
0,19335,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19336.jpg,966.75,3.852659
0,13992,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13993.jpg,699.6,6.927903
0,13993,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13994.jpg,699.65,6.89272
0,3564,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03565.jpg,178.2,22.034734
0,3565,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03566.jpg,178.25,22.043445
0,13413,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13414.jpg,670.65,1.147657
0,13414,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13415.jpg,670.7,1.059402
0,4706,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04707.jpg,235.3,21.380383
0,4707,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04708.jpg,235.35,21.386569
0,14777,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14778.jpg,738.85,5.024562
0,14778,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14779.jpg,738.9,5.079381
0,647,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00648.jpg,32.35,17.494453
0,648,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00649.jpg,32.4,17.542953
0,18332,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18333.jpg,916.6,11.60686
0,18333,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18334.jpg,916.65,11.591146
0,12981,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12982.jpg,649.05,5.758289
0,12982,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12983.jpg,649.1,5.739036
